station_id,month,electricity_cost_per_kwh,total_energy_supplied_kwh,total_energy_cost
26,2024-06-01,2.40,16302.00,39124.80
26,2024-07-01,1.95,9248.00,18033.60
26,2024-08-01,2.40,11501.00,27602.40
26,2024-09-01,2.25,15830.00,35617.50
26,2024-10-01,2.25,16637.00,37433.25
26,2024-11-01,2.40,18915.00,45396.00
26,2024-12-01,2.10,14224.00,29870.40
26,2025-01-01,2.25,14666.00,32998.50
26,2025-02-01,2.10,16575.00,34807.50
26,2025-03-01,2.10,19775.00,41527.50
26,2025-04-01,2.10,15925.00,33442.50
26,2025-05-01,2.25,13983.00,31461.75
26,2025-06-01,1.95,9426.00,18380.70
26,2025-07-01,2.25,16794.00,37786.50
26,2025-08-01,2.10,8460.00,17766.00
26,2025-09-01,1.95,8187.00,15964.65
26,2025-10-01,2.25,8564.00,19269.00
26,2025-11-01,1.95,17279.00,33694.05
26,2025-12-01,2.40,13642.00,32740.80
27,2024-01-01,2.25,16675.00,37518.75
27,2024-02-01,1.95,14438.00,28154.10
27,2024-03-01,2.10,18184.00,38186.40
27,2024-04-01,2.40,12566.00,30158.40
27,2024-05-01,1.95,8613.00,16795.35
27,2024-06-01,1.95,17505.00,34134.75
27,2024-07-01,1.95,12472.00,24320.40
27,2024-08-01,2.25,16083.00,36186.75
27,2024-09-01,2.40,17885.00,42924.00
27,2024-10-01,2.40,9271.00,22250.40
27,2024-11-01,2.10,9077.00,19061.70
27,2024-12-01,2.10,8636.00,18135.60
27,2025-01-01,2.25,19512.00,43902.00
27,2025-02-01,2.40,10137.00,24328.80
27,2025-03-01,2.40,15952.00,38284.80
27,2025-04-01,1.95,11933.00,23269.35
27,2025-05-01,2.40,16792.00,40300.80
27,2025-06-01,1.95,10144.00,19780.80
27,2025-07-01,2.40,15793.00,37903.20
27,2025-08-01,2.10,14668.00,30802.80
27,2025-09-01,2.10,12718.00,26707.80
27,2025-10-01,2.25,17541.00,39467.25
27,2025-11-01,2.10,11321.00,23774.10
27,2025-12-01,2.40,12336.00,29606.40
28,2024-01-01,1.95,17224.00,33586.80
28,2024-02-01,2.25,11620.00,26145.00
28,2024-03-01,2.40,15549.00,37317.60
28,2024-04-01,1.95,15409.00,30047.55
28,2024-05-01,2.40,18478.00,44347.20
28,2024-06-01,2.25,13474.00,30316.50
28,2024-07-01,1.95,9574.00,18669.30
28,2024-08-01,2.10,10662.00,22390.20
28,2024-09-01,2.25,15652.00,35217.00
28,2024-10-01,2.40,19139.00,45933.60
28,2024-11-01,2.25,14757.00,33203.25
28,2024-12-01,2.10,19225.00,40372.50
28,2025-01-01,2.40,12682.00,30436.80
28,2025-02-01,2.10,18306.00,38442.60
28,2025-03-01,1.95,18423.00,35924.85
28,2025-04-01,1.95,16265.00,31716.75
28,2025-05-01,2.10,9913.00,20817.30
28,2025-06-01,2.25,12931.00,29094.75
28,2025-07-01,2.40,17097.00,41032.80
28,2025-08-01,2.10,9833.00,20649.30
28,2025-09-01,2.25,18579.00,41802.75
28,2025-10-01,2.10,14593.00,30645.30
28,2025-11-01,1.95,18040.00,35178.00
28,2025-12-01,2.40,16402.00,39364.80
29,2024-01-01,2.40,8468.00,20323.20
29,2024-02-01,2.25,17512.00,39402.00
29,2024-03-01,2.10,15868.00,33322.80
29,2024-04-01,2.10,9363.00,19662.30
29,2024-05-01,2.25,18065.00,40646.25
29,2024-06-01,2.10,14775.00,31027.50
29,2024-07-01,1.95,11634.00,22686.30
29,2024-08-01,2.40,16773.00,40255.20
29,2024-09-01,2.25,16021.00,36047.25
29,2024-10-01,1.95,8428.00,16434.60
29,2024-11-01,1.95,16758.00,32678.10
29,2024-12-01,2.10,18059.00,37923.90
29,2025-01-01,1.95,16901.00,32956.95
29,2025-02-01,2.40,9092.00,21820.80
29,2025-03-01,2.40,12460.00,29904.00
29,2025-04-01,1.95,17432.00,33992.40
29,2025-05-01,2.25,19047.00,42855.75
29,2025-06-01,2.10,19737.00,41447.70
29,2025-07-01,2.25,9566.00,21523.50
29,2025-08-01,2.10,8108.00,17026.80
29,2025-09-01,2.40,9026.00,21662.40
29,2025-10-01,2.25,10882.00,24484.50
29,2025-11-01,2.40,12488.00,29971.20
29,2025-12-01,2.25,15208.00,34218.00
30,2024-01-01,1.95,17517.00,34158.15
30,2024-02-01,2.40,13795.00,33108.00
30,2024-03-01,2.40,10294.00,24705.60
30,2024-04-01,2.40,14709.00,35301.60
30,2024-05-01,2.40,16129.00,38709.60
30,2024-06-01,2.40,14238.00,34171.20
30,2024-07-01,2.40,17006.00,40814.40
30,2024-08-01,2.25,12225.00,27506.25
30,2024-09-01,1.95,18721.00,36505.95
30,2024-10-01,2.25,12523.00,28176.75
30,2024-11-01,2.40,9596.00,23030.40
30,2024-12-01,2.10,12761.00,26798.10
30,2025-01-01,2.40,16655.00,39972.00
30,2025-02-01,2.10,9865.00,20716.50
30,2025-03-01,1.95,17847.00,34801.65
30,2025-04-01,2.10,8735.00,18343.50
30,2025-05-01,1.95,8251.00,16089.45
30,2025-06-01,2.40,18543.00,44503.20
30,2025-07-01,2.25,19870.00,44707.50
30,2025-08-01,1.95,18634.00,36336.30
30,2025-09-01,1.95,10655.00,20777.25
30,2025-10-01,2.25,10797.00,24293.25
30,2025-11-01,2.10,18278.00,38383.80
30,2025-12-01,2.40,10073.00,24175.20
31,2024-01-01,2.25,8734.00,19651.50
31,2024-02-01,1.95,9778.00,19067.10
31,2024-03-01,2.40,13799.00,33117.60
31,2024-04-01,2.10,13150.00,27615.00
31,2024-05-01,2.40,10070.00,24168.00
31,2024-06-01,2.40,14021.00,33650.40
31,2024-07-01,2.25,10930.00,24592.50
31,2024-08-01,2.10,17237.00,36197.70
31,2024-09-01,2.10,16513.00,34677.30
31,2024-10-01,2.40,15432.00,37036.80
31,2024-11-01,2.10,8491.00,17831.10
31,2024-12-01,1.95,9096.00,17737.20
31,2025-01-01,2.40,15965.00,38316.00
31,2025-02-01,2.40,19107.00,45856.80
31,2025-03-01,1.95,10108.00,19710.60
31,2025-04-01,2.10,16699.00,35067.90
31,2025-05-01,1.95,9417.00,18363.15
31,2025-06-01,2.40,15388.00,36931.20
31,2025-07-01,1.95,12399.00,24178.05
31,2025-08-01,2.40,16029.00,38469.60
31,2025-09-01,2.25,17196.00,38691.00
31,2025-10-01,1.95,9459.00,18445.05
31,2025-11-01,2.25,8472.00,19062.00
31,2025-12-01,1.95,12947.00,25246.65
32,2024-01-01,1.95,14535.00,28343.25
32,2024-02-01,1.95,17249.00,33635.55
32,2024-03-01,2.25,8617.00,19388.25
32,2024-04-01,1.95,12371.00,24123.45
32,2024-05-01,2.40,11440.00,27456.00
32,2024-06-01,2.40,8112.00,19468.80
32,2024-07-01,1.95,10069.00,19634.55
32,2024-08-01,2.25,15748.00,35433.00
32,2024-09-01,2.25,11963.00,26916.75
32,2024-10-01,2.25,15457.00,34778.25
32,2024-11-01,2.10,12256.00,25737.60
32,2024-12-01,2.10,11307.00,23744.70
32,2025-01-01,2.25,15303.00,34431.75
32,2025-02-01,2.10,17649.00,37062.90
32,2025-03-01,2.40,13251.00,31802.40
32,2025-04-01,2.40,9248.00,22195.20
32,2025-05-01,2.25,15435.00,34728.75
32,2025-06-01,2.40,13082.00,31396.80
32,2025-07-01,1.95,19650.00,38317.50
32,2025-08-01,2.40,19918.00,47803.20
32,2025-09-01,2.40,13106.00,31454.40
32,2025-10-01,2.25,18443.00,41496.75
32,2025-11-01,1.95,14733.00,28729.35
32,2025-12-01,2.10,14126.00,29664.60
33,2024-01-01,2.10,14368.00,30172.80
33,2024-02-01,2.40,16379.00,39309.60
33,2024-03-01,2.10,15044.00,31592.40
33,2024-04-01,2.40,10488.00,25171.20
33,2024-05-01,2.40,11453.00,27487.20
33,2024-06-01,2.40,19633.00,47119.20
33,2024-07-01,2.25,10329.00,23240.25
33,2024-08-01,1.95,19322.00,37677.90
33,2024-09-01,2.10,13744.00,28862.40
33,2024-10-01,1.95,17067.00,33280.65
33,2024-11-01,1.95,19216.00,37471.20
33,2024-12-01,2.10,14015.00,29431.50
33,2025-01-01,1.95,14081.00,27457.95
33,2025-02-01,2.25,15723.00,35376.75
33,2025-03-01,2.10,18671.00,39209.10
33,2025-04-01,1.95,13820.00,26949.00
33,2025-05-01,2.40,19336.00,46406.40
33,2025-06-01,2.40,17199.00,41277.60
33,2025-07-01,2.40,15102.00,36244.80
33,2025-08-01,2.10,15229.00,31980.90
33,2025-09-01,2.10,8593.00,18045.30
33,2025-10-01,2.25,8200.00,18450.00
33,2025-11-01,2.25,11053.00,24869.25
33,2025-12-01,2.10,8195.00,17209.50
34,2024-01-01,2.10,19096.00,40101.60
34,2024-02-01,1.95,9825.00,19158.75
34,2024-03-01,2.10,16240.00,34104.00
34,2024-04-01,2.10,11677.00,24521.70
34,2024-05-01,2.25,18585.00,41816.25
34,2024-06-01,1.95,12412.00,24203.40
34,2024-07-01,2.25,17331.00,38994.75
34,2024-08-01,2.25,8741.00,19667.25
34,2024-09-01,1.95,17404.00,33937.80
34,2024-10-01,2.25,12713.00,28604.25
34,2024-11-01,2.40,17378.00,41707.20
34,2024-12-01,2.10,19782.00,41542.20
34,2025-01-01,1.95,15995.00,31190.25
34,2025-02-01,2.10,18448.00,38740.80
34,2025-03-01,1.95,13117.00,25578.15
34,2025-04-01,2.40,11402.00,27364.80
34,2025-05-01,2.10,12456.00,26157.60
34,2025-06-01,1.95,12717.00,24798.15
34,2025-07-01,2.40,8699.00,20877.60
34,2025-08-01,2.40,15878.00,38107.20
34,2025-09-01,1.95,13417.00,26163.15
34,2025-10-01,2.40,9961.00,23906.40
34,2025-11-01,2.25,10338.00,23260.50
34,2025-12-01,2.10,15841.00,33266.10
35,2024-01-01,1.95,16622.00,32412.90
35,2024-02-01,2.25,13168.00,29628.00
35,2024-03-01,2.25,16488.00,37098.00
35,2024-04-01,2.40,12863.00,30871.20
35,2024-05-01,1.95,9363.00,18257.85
35,2024-06-01,2.40,15321.00,36770.40
35,2024-07-01,2.10,13293.00,27915.30
35,2024-08-01,2.40,14753.00,35407.20
35,2024-09-01,2.10,11697.00,24563.70
35,2024-10-01,1.95,12250.00,23887.50
35,2024-11-01,2.25,16541.00,37217.25
35,2024-12-01,2.25,18753.00,42194.25
35,2025-01-01,1.95,16657.00,32481.15
35,2025-02-01,2.25,18897.00,42518.25
35,2025-03-01,2.10,19038.00,39979.80
35,2025-04-01,2.40,11596.00,27830.40
35,2025-05-01,2.40,15733.00,37759.20
35,2025-06-01,1.95,11830.00,23068.50
35,2025-07-01,2.10,14964.00,31424.40
35,2025-08-01,2.10,13003.00,27306.30
35,2025-09-01,2.25,8103.00,18231.75
35,2025-10-01,2.10,9068.00,19042.80
35,2025-11-01,2.25,16709.00,37595.25
35,2025-12-01,2.25,17953.00,40394.25
36,2024-01-01,1.95,13296.00,25927.20
36,2024-02-01,1.95,13353.00,26038.35
36,2024-03-01,1.95,19320.00,37674.00
36,2024-04-01,1.95,18492.00,36059.40
36,2024-05-01,2.40,14287.00,34288.80
36,2024-06-01,2.40,9446.00,22670.40
36,2024-07-01,2.10,18316.00,38463.60
36,2024-08-01,2.10,9530.00,20013.00
36,2024-09-01,1.95,10572.00,20615.40
36,2024-10-01,2.25,16106.00,36238.50
36,2024-11-01,2.25,14101.00,31727.25
36,2024-12-01,2.25,8916.00,20061.00
36,2025-01-01,2.25,9944.00,22374.00
36,2025-02-01,2.25,12666.00,28498.50
36,2025-03-01,2.10,18060.00,37926.00
36,2025-04-01,2.10,14545.00,30544.50
36,2025-05-01,2.10,8996.00,18891.60
36,2025-06-01,2.10,18119.00,38049.90
36,2025-07-01,2.25,16328.00,36738.00
36,2025-08-01,2.25,12160.00,27360.00
36,2025-09-01,2.10,12273.00,25773.30
36,2025-10-01,2.40,9683.00,23239.20
36,2025-11-01,2.40,15847.00,38032.80
36,2025-12-01,2.40,12077.00,28984.80
37,2024-01-01,1.95,11764.00,22939.80
37,2024-02-01,2.25,14957.00,33653.25
37,2024-03-01,2.25,10445.00,23501.25
37,2024-04-01,2.10,12461.00,26168.10
37,2024-05-01,2.10,8410.00,17661.00
37,2024-06-01,2.25,18573.00,41789.25
37,2024-07-01,2.40,9135.00,21924.00
37,2024-08-01,2.10,17886.00,37560.60
37,2024-09-01,2.40,17743.00,42583.20
37,2024-10-01,2.40,8625.00,20700.00
37,2024-11-01,2.10,16155.00,33925.50
37,2024-12-01,2.25,9710.00,21847.50
37,2025-01-01,2.25,14109.00,31745.25
37,2025-02-01,2.25,8056.00,18126.00
37,2025-03-01,2.40,11413.00,27391.20
37,2025-04-01,1.95,16798.00,32756.10
37,2025-05-01,2.10,10331.00,21695.10
37,2025-06-01,2.10,17003.00,35706.30
37,2025-07-01,2.40,8241.00,19778.40
37,2025-08-01,2.40,18653.00,44767.20
37,2025-09-01,2.40,14282.00,34276.80
37,2025-10-01,2.10,15973.00,33543.30
37,2025-11-01,1.95,15351.00,29934.45
37,2025-12-01,1.95,10504.00,20482.80
38,2024-01-01,2.25,8223.00,18501.75
38,2024-02-01,1.95,16077.00,31350.15
38,2024-03-01,1.95,8606.00,16781.70
38,2024-04-01,2.25,19626.00,44158.50
38,2024-05-01,2.10,16437.00,34517.70
38,2024-06-01,1.95,15998.00,31196.10
38,2024-07-01,1.95,15961.00,31123.95
38,2024-08-01,2.10,11215.00,23551.50
38,2024-09-01,2.40,12067.00,28960.80
38,2024-10-01,2.25,15902.00,35779.50
38,2024-11-01,2.10,14618.00,30697.80
38,2024-12-01,2.25,9130.00,20542.50
38,2025-01-01,1.95,15181.00,29602.95
38,2025-02-01,2.40,17080.00,40992.00
38,2025-03-01,2.10,11020.00,23142.00
38,2025-04-01,2.25,19372.00,43587.00
38,2025-05-01,2.40,11600.00,27840.00
38,2025-06-01,2.40,15656.00,37574.40
38,2025-07-01,2.10,16242.00,34108.20
38,2025-08-01,1.95,10137.00,19767.15
38,2025-09-01,1.95,9742.00,18996.90
38,2025-10-01,2.10,8410.00,17661.00
38,2025-11-01,2.25,12685.00,28541.25
38,2025-12-01,1.95,9961.00,19423.95
39,2024-01-01,2.40,17558.00,42139.20
39,2024-02-01,2.10,12771.00,26819.10
39,2024-03-01,2.25,14219.00,31992.75
39,2024-04-01,2.25,18607.00,41865.75
39,2024-05-01,2.25,12242.00,27544.50
39,2024-06-01,1.95,8909.00,17372.55
39,2024-07-01,1.95,18566.00,36203.70
39,2024-08-01,2.10,16017.00,33635.70
39,2024-09-01,2.10,17443.00,36630.30
39,2024-10-01,1.95,10881.00,21217.95
39,2024-11-01,1.95,14848.00,28953.60
39,2024-12-01,1.95,19906.00,38816.70
39,2025-01-01,2.40,18492.00,44380.80
39,2025-02-01,2.10,14401.00,30242.10
39,2025-03-01,2.40,13713.00,32911.20
39,2025-04-01,2.25,11853.00,26669.25
39,2025-05-01,1.95,10109.00,19712.55
39,2025-06-01,2.40,12979.00,31149.60
39,2025-07-01,2.40,14458.00,34699.20
39,2025-08-01,1.95,13218.00,25775.10
39,2025-09-01,2.40,13581.00,32594.40
39,2025-10-01,2.10,12550.00,26355.00
39,2025-11-01,2.10,9170.00,19257.00
39,2025-12-01,2.40,18767.00,45040.80
40,2024-01-01,2.25,14272.00,32112.00
40,2024-02-01,1.95,12137.00,23667.15
40,2024-03-01,2.25,15200.00,34200.00
40,2024-04-01,1.95,16501.00,32176.95
40,2024-05-01,1.95,11626.00,22670.70
40,2024-06-01,2.40,12633.00,30319.20
40,2024-07-01,1.95,19756.00,38524.20
40,2024-08-01,2.10,18059.00,37923.90
40,2024-09-01,2.25,13872.00,31212.00
40,2024-10-01,2.25,8294.00,18661.50
40,2024-11-01,2.10,12208.00,25636.80
40,2024-12-01,2.25,12778.00,28750.50
40,2025-01-01,1.95,10483.00,20441.85
40,2025-02-01,2.40,16224.00,38937.60
40,2025-03-01,2.10,11015.00,23131.50
40,2025-04-01,2.10,17284.00,36296.40
40,2025-05-01,2.40,16072.00,38572.80
40,2025-06-01,1.95,16255.00,31697.25
40,2025-07-01,2.25,16118.00,36265.50
40,2025-08-01,2.40,11387.00,27328.80
40,2025-09-01,2.10,9403.00,19746.30
40,2025-10-01,2.10,14754.00,30983.40
40,2025-11-01,2.40,12769.00,30645.60
40,2025-12-01,1.95,13973.00,27247.35
41,2024-01-01,2.10,16633.00,34929.30
41,2024-02-01,1.95,14087.00,27469.65
41,2024-03-01,2.25,8096.00,18216.00
41,2024-04-01,2.10,9252.00,19429.20
41,2024-05-01,1.95,8632.00,16832.40
41,2024-06-01,2.10,8264.00,17354.40
41,2024-07-01,2.25,9201.00,20702.25
41,2024-08-01,2.25,14780.00,33255.00
41,2024-09-01,1.95,9478.00,18482.10
41,2024-10-01,1.95,17103.00,33350.85
41,2024-11-01,2.40,15828.00,37987.20
41,2024-12-01,2.25,10055.00,22623.75
41,2025-01-01,2.25,18964.00,42669.00
41,2025-02-01,2.25,9902.00,22279.50
41,2025-03-01,1.95,15757.00,30726.15
41,2025-04-01,1.95,11950.00,23302.50
41,2025-05-01,1.95,12263.00,23912.85
41,2025-06-01,2.10,12163.00,25542.30
41,2025-07-01,1.95,18784.00,36628.80
41,2025-08-01,2.40,17563.00,42151.20
41,2025-09-01,1.95,17397.00,33924.15
41,2025-10-01,2.25,15615.00,35133.75
41,2025-11-01,2.40,17912.00,42988.80
41,2025-12-01,1.95,13812.00,26933.40
42,2024-01-01,2.25,9758.00,21955.50
42,2024-02-01,1.95,13059.00,25465.05
42,2024-03-01,2.40,16978.00,40747.20
42,2024-04-01,1.95,15046.00,29339.70
42,2024-05-01,1.95,9032.00,17612.40
42,2024-06-01,1.95,13880.00,27066.00
42,2024-07-01,2.25,16918.00,38065.50
42,2024-08-01,2.25,15726.00,35383.50
42,2024-09-01,2.25,13697.00,30818.25
42,2024-10-01,2.40,9553.00,22927.20
42,2024-11-01,2.10,19090.00,40089.00
42,2024-12-01,1.95,14778.00,28817.10
42,2025-01-01,2.10,14749.00,30972.90
42,2025-02-01,1.95,9240.00,18018.00
42,2025-03-01,1.95,14837.00,28932.15
42,2025-04-01,2.10,13176.00,27669.60
42,2025-05-01,2.10,15958.00,33511.80
42,2025-06-01,2.10,18710.00,39291.00
42,2025-07-01,2.40,14299.00,34317.60
42,2025-08-01,2.40,15697.00,37672.80
42,2025-09-01,1.95,8758.00,17078.10
42,2025-10-01,1.95,17313.00,33760.35
42,2025-11-01,2.25,10481.00,23582.25
42,2025-12-01,2.25,13630.00,30667.50
43,2024-01-01,2.25,12781.00,28757.25
43,2024-02-01,2.40,14401.00,34562.40
43,2024-03-01,2.25,18304.00,41184.00
43,2024-04-01,2.10,17993.00,37785.30
43,2024-05-01,2.10,17661.00,37088.10
43,2024-06-01,2.40,11413.00,27391.20
43,2024-07-01,2.25,14932.00,33597.00
43,2024-08-01,1.95,10276.00,20038.20
43,2024-09-01,2.25,17124.00,38529.00
43,2024-10-01,1.95,13730.00,26773.50
43,2024-11-01,2.40,16160.00,38784.00
43,2024-12-01,2.40,18940.00,45456.00
43,2025-01-01,2.40,15632.00,37516.80
43,2025-02-01,1.95,15968.00,31137.60
43,2025-03-01,2.25,13755.00,30948.75
43,2025-04-01,1.95,14688.00,28641.60
43,2025-05-01,2.10,16515.00,34681.50
43,2025-06-01,2.40,19953.00,47887.20
43,2025-07-01,2.10,13403.00,28146.30
43,2025-08-01,2.25,14804.00,33309.00
43,2025-09-01,2.40,13705.00,32892.00
43,2025-10-01,1.95,14875.00,29006.25
43,2025-11-01,1.95,17482.00,34089.90
43,2025-12-01,2.10,16019.00,33639.90
44,2024-01-01,2.40,18902.00,45364.80
44,2024-02-01,2.25,12773.00,28739.25
44,2024-03-01,2.25,13212.00,29727.00
44,2024-04-01,2.40,14723.00,35335.20
44,2024-05-01,2.10,18558.00,38971.80
44,2024-06-01,2.10,18864.00,39614.40
44,2024-07-01,1.95,11379.00,22189.05
44,2024-08-01,2.10,10508.00,22066.80
44,2024-09-01,2.40,11121.00,26690.40
44,2024-10-01,1.95,15679.00,30574.05
44,2024-11-01,2.25,9740.00,21915.00
44,2024-12-01,1.95,19269.00,37574.55
44,2025-01-01,2.40,13637.00,32728.80
44,2025-02-01,2.40,19437.00,46648.80
44,2025-03-01,2.25,17801.00,40052.25
44,2025-04-01,2.25,18152.00,40842.00
44,2025-05-01,2.40,11041.00,26498.40
44,2025-06-01,2.40,15430.00,37032.00
44,2025-07-01,2.40,12697.00,30472.80
44,2025-08-01,2.10,15087.00,31682.70
44,2025-09-01,1.95,17055.00,33257.25
44,2025-10-01,2.10,18523.00,38898.30
44,2025-11-01,2.10,14530.00,30513.00
44,2025-12-01,1.95,19699.00,38413.05
45,2024-01-01,1.95,16865.00,32886.75
45,2024-02-01,2.10,15808.00,33196.80
45,2024-03-01,1.95,19674.00,38364.30
45,2024-04-01,2.40,11247.00,26992.80
45,2024-05-01,2.40,14607.00,35056.80
45,2024-06-01,1.95,13427.00,26182.65
45,2024-07-01,2.40,8611.00,20666.40
45,2024-08-01,1.95,14680.00,28626.00
45,2024-09-01,1.95,12620.00,24609.00
45,2024-10-01,2.40,8508.00,20419.20
45,2024-11-01,2.25,14183.00,31911.75
45,2024-12-01,2.25,12130.00,27292.50
45,2025-01-01,1.95,16691.00,32547.45
45,2025-02-01,2.40,17377.00,41704.80
45,2025-03-01,2.40,16325.00,39180.00
45,2025-04-01,2.40,10690.00,25656.00
45,2025-05-01,2.25,11798.00,26545.50
45,2025-06-01,2.40,13944.00,33465.60
45,2025-07-01,2.10,11088.00,23284.80
45,2025-08-01,1.95,16003.00,31205.85
45,2025-09-01,2.25,17007.00,38265.75
45,2025-10-01,2.25,11451.00,25764.75
45,2025-11-01,2.10,17715.00,37201.50
45,2025-12-01,2.40,18120.00,43488.00
46,2024-01-01,1.95,16996.00,33142.20
46,2024-02-01,1.95,18290.00,35665.50
46,2024-03-01,2.25,10018.00,22540.50
46,2024-04-01,2.40,8062.00,19348.80
46,2024-05-01,2.40,12662.00,30388.80
46,2024-06-01,2.25,11982.00,26959.50
46,2024-07-01,2.25,8615.00,19383.75
46,2024-08-01,1.95,9604.00,18727.80
46,2024-09-01,2.40,12414.00,29793.60
46,2024-10-01,2.10,10528.00,22108.80
46,2024-11-01,2.40,14218.00,34123.20
46,2024-12-01,2.10,13494.00,28337.40
46,2025-01-01,2.25,9420.00,21195.00
46,2025-02-01,1.95,10854.00,21165.30
46,2025-03-01,2.40,18225.00,43740.00
46,2025-04-01,2.10,14362.00,30160.20
46,2025-05-01,1.95,11772.00,22955.40
46,2025-06-01,1.95,10960.00,21372.00
46,2025-07-01,2.25,17633.00,39674.25
46,2025-08-01,2.40,16529.00,39669.60
46,2025-09-01,1.95,15247.00,29731.65
46,2025-10-01,1.95,18651.00,36369.45
46,2025-11-01,1.95,11365.00,22161.75
46,2025-12-01,2.25,17499.00,39372.75
47,2024-01-01,2.40,8314.00,19953.60
47,2024-02-01,2.40,15865.00,38076.00
47,2024-03-01,1.95,18662.00,36390.90
47,2024-04-01,2.10,12001.00,25202.10
47,2024-05-01,2.40,15921.00,38210.40
47,2024-06-01,2.25,17650.00,39712.50
47,2024-07-01,2.25,11066.00,24898.50
47,2024-08-01,2.25,13725.00,30881.25
47,2024-09-01,2.25,12314.00,27706.50
47,2024-10-01,2.10,17647.00,37058.70
47,2024-11-01,2.40,16509.00,39621.60
47,2024-12-01,1.95,17335.00,33803.25
47,2025-01-01,1.95,12130.00,23653.50
47,2025-02-01,2.40,13411.00,32186.40
47,2025-03-01,1.95,16935.00,33023.25
47,2025-04-01,2.40,16528.00,39667.20
47,2025-05-01,1.95,8622.00,16812.90
47,2025-06-01,2.25,12304.00,27684.00
47,2025-07-01,2.10,18997.00,39893.70
47,2025-08-01,2.25,14334.00,32251.50
47,2025-09-01,2.40,12040.00,28896.00
47,2025-10-01,2.10,18091.00,37991.10
47,2025-11-01,2.10,18709.00,39288.90
47,2025-12-01,2.40,12274.00,29457.60
48,2024-01-01,2.10,12597.00,26453.70
48,2024-02-01,2.25,9788.00,22023.00
48,2024-03-01,1.95,14388.00,28056.60
48,2024-04-01,2.25,15689.00,35300.25
48,2024-05-01,2.10,19026.00,39954.60
48,2024-06-01,2.40,17817.00,42760.80
48,2024-07-01,2.10,8291.00,17411.10
48,2024-08-01,2.40,13752.00,33004.80
48,2024-09-01,1.95,10739.00,20941.05
48,2024-10-01,2.25,14557.00,32753.25
48,2024-11-01,2.25,10283.00,23136.75
48,2024-12-01,2.10,8729.00,18330.90
48,2025-01-01,1.95,11787.00,22984.65
48,2025-02-01,2.40,12092.00,29020.80
48,2025-03-01,2.40,18298.00,43915.20
48,2025-04-01,2.40,13494.00,32385.60
48,2025-05-01,2.25,19326.00,43483.50
48,2025-06-01,2.40,14060.00,33744.00
48,2025-07-01,2.25,12044.00,27099.00
48,2025-08-01,2.10,11656.00,24477.60
48,2025-09-01,2.10,14042.00,29488.20
48,2025-10-01,2.10,9060.00,19026.00
48,2025-11-01,2.25,19647.00,44205.75
48,2025-12-01,2.10,15464.00,32474.40
49,2024-01-01,2.10,9080.00,19068.00
49,2024-02-01,2.25,18025.00,40556.25
49,2024-03-01,2.25,10105.00,22736.25
49,2024-04-01,2.10,12841.00,26966.10
49,2024-05-01,2.25,14323.00,32226.75
49,2024-06-01,1.95,9061.00,17668.95
49,2024-07-01,2.40,12598.00,30235.20
49,2024-08-01,2.25,13734.00,30901.50
49,2024-09-01,2.40,12129.00,29109.60
49,2024-10-01,2.10,10531.00,22115.10
49,2024-11-01,2.40,9037.00,21688.80
49,2024-12-01,2.25,10531.00,23694.75
49,2025-01-01,1.95,19269.00,37574.55
49,2025-02-01,2.10,13316.00,27963.60
49,2025-03-01,2.10,12749.00,26772.90
49,2025-04-01,2.40,19040.00,45696.00
49,2025-05-01,2.25,17849.00,40160.25
49,2025-06-01,2.40,15155.00,36372.00
49,2025-07-01,1.95,18845.00,36747.75
49,2025-08-01,2.10,19347.00,40628.70
49,2025-09-01,2.40,9556.00,22934.40
49,2025-10-01,2.25,19115.00,43008.75
49,2025-11-01,2.25,18718.00,42115.50
49,2025-12-01,2.40,11591.00,27818.40
50,2024-01-01,2.40,11317.00,27160.80
50,2024-02-01,2.25,18851.00,42414.75
50,2024-03-01,2.10,18217.00,38255.70
50,2024-04-01,1.95,14538.00,28349.10
50,2024-05-01,1.95,13682.00,26679.90
50,2024-06-01,2.25,10813.00,24329.25
50,2024-07-01,2.10,12062.00,25330.20
50,2024-08-01,2.40,12982.00,31156.80
50,2024-09-01,2.40,15980.00,38352.00
50,2024-10-01,2.40,17349.00,41637.60
50,2024-11-01,2.10,17434.00,36611.40
50,2024-12-01,2.10,9094.00,19097.40
50,2025-01-01,2.10,14032.00,29467.20
50,2025-02-01,1.95,19827.00,38662.65
50,2025-03-01,1.95,13866.00,27038.70
50,2025-04-01,1.95,16515.00,32204.25
50,2025-05-01,2.10,18689.00,39246.90
50,2025-06-01,2.10,11276.00,23679.60
50,2025-07-01,2.25,16215.00,36483.75
50,2025-08-01,2.10,15272.00,32071.20
50,2025-09-01,2.40,8016.00,19238.40
50,2025-10-01,2.25,10775.00,24243.75
50,2025-11-01,2.40,15253.00,36607.20
50,2025-12-01,2.40,15030.00,36072.00
51,2024-01-01,2.40,17068.00,40963.20
51,2024-02-01,2.40,18751.00,45002.40
51,2024-03-01,2.40,18225.00,43740.00
51,2024-04-01,2.40,19177.00,46024.80
51,2024-05-01,2.40,16090.00,38616.00
51,2024-06-01,1.95,14155.00,27602.25
51,2024-07-01,2.10,14571.00,30599.10
51,2024-08-01,1.95,9184.00,17908.80
51,2024-09-01,2.25,18526.00,41683.50
51,2024-10-01,2.10,12015.00,25231.50
51,2024-11-01,2.10,8434.00,17711.40
