log_id,station_id,downtime_start,downtime_end,issue_type,repair_cost
999,19,"2025-06-22 00:00:00","2025-06-22 04:00:00","Power Issue",19515.00
1000,24,"2024-04-22 00:00:00","2024-04-22 04:00:00","Software Error",16646.00
1001,83,"2024-04-01 00:00:00","2024-04-01 02:00:00","Software Error",29171.00
1002,116,"2025-08-27 00:00:00","2025-08-27 02:00:00","Software Error",21781.00
1003,62,"2024-09-23 00:00:00","2024-09-23 05:00:00","Software Error",14696.00
1004,46,"2024-06-26 00:00:00","2024-06-26 03:00:00","Power Issue",18918.00
1005,67,"2024-02-08 00:00:00","2024-02-08 08:00:00","Hardware Failure",22352.00
1006,93,"2025-05-05 00:00:00","2025-05-05 08:00:00","Software Error",9133.00
1007,52,"2025-11-14 00:00:00","2025-11-14 01:00:00","Software Error",15213.00
1008,73,"2024-03-22 00:00:00","2024-03-22 08:00:00","Power Issue",23940.00
1009,42,"2025-12-03 00:00:00","2025-12-03 02:00:00","Software Error",8615.00
1010,103,"2025-06-23 00:00:00","2025-06-23 06:00:00","Power Issue",15375.00
1011,116,"2024-07-06 00:00:00","2024-07-06 01:00:00","Software Error",20669.00
1012,1,"2025-10-12 00:00:00","2025-10-12 08:00:00","Hardware Failure",20994.00
1013,11,"2024-10-15 00:00:00","2024-10-15 03:00:00","Power Issue",22710.00
1014,27,"2025-11-26 00:00:00","2025-11-26 07:00:00","Power Issue",17166.00
1015,2,"2024-04-12 00:00:00","2024-04-12 04:00:00","Hardware Failure",18944.00
1016,116,"2025-11-22 00:00:00","2025-11-22 07:00:00","Software Error",27438.00
1017,52,"2025-04-27 00:00:00","2025-04-27 06:00:00","Software Error",6864.00
1018,67,"2024-10-31 00:00:00","2024-10-31 05:00:00","Software Error",12520.00
1019,96,"2025-08-26 00:00:00","2025-08-26 06:00:00","Power Issue",23267.00
1020,1,"2025-07-13 00:00:00","2025-07-13 04:00:00","Software Error",16216.00
1021,56,"2025-04-06 00:00:00","2025-04-06 01:00:00","Software Error",18446.00
1022,96,"2024-02-16 00:00:00","2024-02-16 03:00:00","Power Issue",16568.00
1023,17,"2024-12-03 00:00:00","2024-12-03 07:00:00","Hardware Failure",17141.00
1024,97,"2025-09-05 00:00:00","2025-09-05 07:00:00","Software Error",9615.00
1025,80,"2024-04-26 00:00:00","2024-04-26 02:00:00","Hardware Failure",19606.00
1026,112,"2024-01-03 00:00:00","2024-01-03 07:00:00","Hardware Failure",9875.00
1027,12,"2024-12-23 00:00:00","2024-12-23 01:00:00","Software Error",14535.00
1028,88,"2025-07-15 00:00:00","2025-07-15 07:00:00","Software Error",29342.00
1029,61,"2025-03-06 00:00:00","2025-03-06 06:00:00","Power Issue",12503.00
1030,71,"2025-06-14 00:00:00","2025-06-14 08:00:00","Power Issue",7858.00
1031,56,"2024-10-02 00:00:00","2024-10-02 08:00:00","Software Error",28664.00
1032,2,"2024-07-06 00:00:00","2024-07-06 02:00:00","Power Issue",26367.00
1033,65,"2025-02-17 00:00:00","2025-02-17 08:00:00","Software Error",5213.00
1034,15,"2024-06-08 00:00:00","2024-06-08 01:00:00","Software Error",8814.00
1035,10,"2025-10-01 00:00:00","2025-10-01 01:00:00","Hardware Failure",8896.00
1036,23,"2024-03-13 00:00:00","2024-03-13 03:00:00","Hardware Failure",9088.00
1037,24,"2025-12-14 00:00:00","2025-12-14 07:00:00","Software Error",19668.00
1038,34,"2024-04-25 00:00:00","2024-04-25 06:00:00","Power Issue",28263.00
1039,14,"2024-11-15 00:00:00","2024-11-15 08:00:00","Software Error",7317.00
1040,111,"2024-11-17 00:00:00","2024-11-17 01:00:00","Power Issue",20266.00
1041,24,"2024-07-16 00:00:00","2024-07-16 02:00:00","Hardware Failure",9345.00
1042,107,"2024-09-01 00:00:00","2024-09-01 01:00:00","Power Issue",19944.00
1043,27,"2025-11-14 00:00:00","2025-11-14 04:00:00","Power Issue",27998.00
1044,95,"2024-02-26 00:00:00","2024-02-26 08:00:00","Power Issue",11816.00
1045,71,"2025-04-02 00:00:00","2025-04-02 08:00:00","Power Issue",14662.00
1046,37,"2024-06-09 00:00:00","2024-06-09 02:00:00","Hardware Failure",29114.00
1047,94,"2025-10-31 00:00:00","2025-10-31 01:00:00","Power Issue",19665.00
1048,39,"2024-03-01 00:00:00","2024-03-01 02:00:00","Software Error",18996.00
1049,41,"2024-12-09 00:00:00","2024-12-09 05:00:00","Software Error",23066.00
1050,72,"2024-03-12 00:00:00","2024-03-12 07:00:00","Software Error",7274.00
1051,91,"2025-05-20 00:00:00","2025-05-20 05:00:00","Software Error",22851.00
1052,12,"2025-10-25 00:00:00","2025-10-25 08:00:00","Hardware Failure",24099.00
1053,62,"2025-07-12 00:00:00","2025-07-12 01:00:00","Power Issue",19900.00
1054,37,"2025-09-21 00:00:00","2025-09-21 06:00:00","Hardware Failure",11198.00
1055,88,"2025-04-02 00:00:00","2025-04-02 01:00:00","Software Error",8215.00
1056,61,"2024-08-09 00:00:00","2024-08-09 02:00:00","Hardware Failure",17682.00
1057,77,"2024-02-27 00:00:00","2024-02-27 07:00:00","Software Error",17022.00
1058,37,"2024-05-14 00:00:00","2024-05-14 06:00:00","Software Error",22328.00
1059,112,"2025-09-22 00:00:00","2025-09-22 03:00:00","Software Error",12528.00
1060,40,"2024-03-13 00:00:00","2024-03-13 01:00:00","Software Error",26250.00
1061,4,"2025-12-16 00:00:00","2025-12-16 01:00:00","Power Issue",27471.00
1062,107,"2024-02-28 00:00:00","2024-02-28 06:00:00","Power Issue",16702.00
1063,13,"2024-06-05 00:00:00","2024-06-05 07:00:00","Software Error",29839.00
1064,28,"2025-10-20 00:00:00","2025-10-20 01:00:00","Software Error",29500.00
1065,33,"2024-03-27 00:00:00","2024-03-27 01:00:00","Hardware Failure",29583.00
1066,93,"2025-10-03 00:00:00","2025-10-03 07:00:00","Software Error",22890.00
1067,25,"2024-09-29 00:00:00","2024-09-29 02:00:00","Power Issue",26634.00
1068,111,"2024-03-07 00:00:00","2024-03-07 06:00:00","Power Issue",5951.00
1069,3,"2025-08-26 00:00:00","2025-08-26 06:00:00","Software Error",9541.00
1070,85,"2025-12-28 00:00:00","2025-12-28 08:00:00","Power Issue",28600.00
1071,105,"2024-06-06 00:00:00","2024-06-06 05:00:00","Software Error",23861.00
1072,41,"2025-11-03 00:00:00","2025-11-03 05:00:00","Power Issue",22801.00
1073,67,"2025-05-15 00:00:00","2025-05-15 07:00:00","Hardware Failure",17521.00
1074,105,"2025-01-23 00:00:00","2025-01-23 02:00:00","Power Issue",16059.00
1075,98,"2024-11-15 00:00:00","2024-11-15 01:00:00","Software Error",14992.00
1076,6,"2025-08-16 00:00:00","2025-08-16 03:00:00","Power Issue",19353.00
1077,25,"2024-11-30 00:00:00","2024-11-30 06:00:00","Hardware Failure",16762.00
1078,87,"2024-09-21 00:00:00","2024-09-21 04:00:00","Hardware Failure",29405.00
1079,60,"2024-04-22 00:00:00","2024-04-22 03:00:00","Software Error",24235.00
1080,35,"2025-09-06 00:00:00","2025-09-06 06:00:00","Software Error",18202.00
1081,119,"2024-07-19 00:00:00","2024-07-19 03:00:00","Hardware Failure",12179.00
1082,66,"2024-09-13 00:00:00","2024-09-13 07:00:00","Hardware Failure",8116.00
1083,68,"2025-09-06 00:00:00","2025-09-06 08:00:00","Software Error",10393.00
1084,53,"2025-07-24 00:00:00","2025-07-24 04:00:00","Hardware Failure",16708.00
1085,104,"2025-01-06 00:00:00","2025-01-06 04:00:00","Power Issue",28418.00
1086,34,"2025-10-18 00:00:00","2025-10-18 07:00:00","Hardware Failure",29929.00
1087,91,"2024-07-07 00:00:00","2024-07-07 04:00:00","Power Issue",9415.00
1088,33,"2025-03-02 00:00:00","2025-03-02 07:00:00","Power Issue",15268.00
1089,67,"2024-09-08 00:00:00","2024-09-08 01:00:00","Hardware Failure",17999.00
1090,7,"2024-04-05 00:00:00","2024-04-05 01:00:00","Power Issue",10571.00
1091,33,"2024-11-12 00:00:00","2024-11-12 04:00:00","Hardware Failure",27862.00
1092,41,"2024-12-28 00:00:00","2024-12-28 02:00:00","Power Issue",11246.00
1093,26,"2024-03-22 00:00:00","2024-03-22 08:00:00","Hardware Failure",26109.00
1094,57,"2024-04-21 00:00:00","2024-04-21 01:00:00","Hardware Failure",18115.00
1095,35,"2024-05-03 00:00:00","2024-05-03 01:00:00","Hardware Failure",21918.00
1096,40,"2024-08-29 00:00:00","2024-08-29 01:00:00","Hardware Failure",21825.00
1097,55,"2024-03-06 00:00:00","2024-03-06 05:00:00","Hardware Failure",10472.00
1098,16,"2024-05-05 00:00:00","2024-05-05 08:00:00","Hardware Failure",18064.00
1099,68,"2024-06-02 00:00:00","2024-06-02 03:00:00","Power Issue",28506.00
1100,49,"2024-07-03 00:00:00","2024-07-03 01:00:00","Power Issue",21318.00
1101,81,"2025-07-17 00:00:00","2025-07-17 05:00:00","Hardware Failure",20912.00
1102,22,"2024-11-03 00:00:00","2024-11-03 05:00:00","Software Error",5764.00
1103,97,"2024-07-26 00:00:00","2024-07-26 07:00:00","Power Issue",10673.00
1104,105,"2024-03-19 00:00:00","2024-03-19 06:00:00","Power Issue",19706.00
1105,30,"2024-06-19 00:00:00","2024-06-19 06:00:00","Software Error",13682.00
1106,61,"2024-07-10 00:00:00","2024-07-10 02:00:00","Software Error",13743.00
1107,2,"2025-12-03 00:00:00","2025-12-03 07:00:00","Software Error",12339.00
1108,78,"2025-11-27 00:00:00","2025-11-27 02:00:00","Software Error",26748.00
1109,1,"2025-07-20 00:00:00","2025-07-20 03:00:00","Power Issue",23385.00
1110,71,"2024-01-05 00:00:00","2024-01-05 06:00:00","Power Issue",15660.00
1111,10,"2025-02-19 00:00:00","2025-02-19 07:00:00","Hardware Failure",22232.00
1112,24,"2025-10-01 00:00:00","2025-10-01 07:00:00","Hardware Failure",20768.00
1113,45,"2025-08-17 00:00:00","2025-08-17 04:00:00","Hardware Failure",12023.00
1114,5,"2024-10-19 00:00:00","2024-10-19 06:00:00","Power Issue",20223.00
1115,9,"2025-01-17 00:00:00","2025-01-17 07:00:00","Software Error",25996.00
1116,113,"2024-04-03 00:00:00","2024-04-03 07:00:00","Hardware Failure",22695.00
1117,36,"2025-04-22 00:00:00","2025-04-22 04:00:00","Hardware Failure",25461.00
1118,27,"2024-06-01 00:00:00","2024-06-01 06:00:00","Hardware Failure",28992.00
1119,16,"2025-06-30 00:00:00","2025-06-30 06:00:00","Hardware Failure",15115.00
1120,35,"2024-07-08 00:00:00","2024-07-08 02:00:00","Power Issue",11314.00
1121,33,"2024-10-10 00:00:00","2024-10-10 07:00:00","Power Issue",18181.00
1122,78,"2025-08-14 00:00:00","2025-08-14 02:00:00","Power Issue",22487.00
1123,6,"2025-05-25 00:00:00","2025-05-25 03:00:00","Power Issue",8309.00
1124,74,"2025-12-12 00:00:00","2025-12-12 03:00:00","Hardware Failure",14008.00
1125,44,"2024-08-29 00:00:00","2024-08-29 07:00:00","Power Issue",24005.00
1126,19,"2025-11-15 00:00:00","2025-11-15 02:00:00","Software Error",29170.00
1127,61,"2025-02-14 00:00:00","2025-02-14 01:00:00","Software Error",13898.00
1128,92,"2024-11-22 00:00:00","2024-11-22 03:00:00","Power Issue",17758.00
1129,104,"2025-01-17 00:00:00","2025-01-17 07:00:00","Software Error",21704.00
1130,74,"2025-05-29 00:00:00","2025-05-29 06:00:00","Hardware Failure",5498.00
1131,56,"2025-04-22 00:00:00","2025-04-22 07:00:00","Hardware Failure",22362.00
1132,10,"2025-11-12 00:00:00","2025-11-12 01:00:00","Power Issue",26905.00
1133,120,"2024-10-26 00:00:00","2024-10-26 03:00:00","Power Issue",5259.00
1134,112,"2024-12-21 00:00:00","2024-12-21 01:00:00","Hardware Failure",19126.00
1135,82,"2024-05-13 00:00:00","2024-05-13 02:00:00","Power Issue",17358.00
1136,120,"2025-12-28 00:00:00","2025-12-28 04:00:00","Hardware Failure",20998.00
1137,18,"2025-12-24 00:00:00","2025-12-24 04:00:00","Software Error",13579.00
1138,60,"2024-02-19 00:00:00","2024-02-19 06:00:00","Power Issue",18917.00
1139,33,"2024-05-18 00:00:00","2024-05-18 01:00:00","Power Issue",24336.00
1140,92,"2025-06-29 00:00:00","2025-06-29 05:00:00","Power Issue",7121.00
1141,80,"2025-06-16 00:00:00","2025-06-16 02:00:00","Software Error",19251.00
1142,75,"2024-05-23 00:00:00","2024-05-23 03:00:00","Software Error",9859.00
1143,51,"2025-03-22 00:00:00","2025-03-22 01:00:00","Power Issue",7047.00
1144,88,"2025-10-17 00:00:00","2025-10-17 03:00:00","Software Error",25937.00
1145,14,"2025-08-08 00:00:00","2025-08-08 03:00:00","Hardware Failure",10002.00
1146,65,"2024-08-12 00:00:00","2024-08-12 01:00:00","Software Error",21013.00
1147,64,"2024-08-30 00:00:00","2024-08-30 04:00:00","Hardware Failure",26001.00
1148,36,"2025-12-13 00:00:00","2025-12-13 01:00:00","Hardware Failure",6238.00
1149,17,"2024-04-10 00:00:00","2024-04-10 04:00:00","Software Error",26501.00
1150,81,"2025-11-10 00:00:00","2025-11-10 08:00:00","Hardware Failure",27094.00
1151,86,"2024-07-17 00:00:00","2024-07-17 01:00:00","Power Issue",9102.00
1152,39,"2024-07-04 00:00:00","2024-07-04 05:00:00","Power Issue",8016.00
1153,21,"2025-07-25 00:00:00","2025-07-25 03:00:00","Software Error",5532.00
1154,106,"2024-08-19 00:00:00","2024-08-19 01:00:00","Power Issue",13684.00
1155,83,"2024-05-23 00:00:00","2024-05-23 03:00:00","Power Issue",12767.00
1156,76,"2024-02-24 00:00:00","2024-02-24 01:00:00","Software Error",15965.00
1157,49,"2024-08-13 00:00:00","2024-08-13 04:00:00","Hardware Failure",15708.00
1158,36,"2025-04-01 00:00:00","2025-04-01 04:00:00","Software Error",5140.00
1159,19,"2024-08-25 00:00:00","2024-08-25 01:00:00","Hardware Failure",12491.00
1160,32,"2025-06-01 00:00:00","2025-06-01 04:00:00","Hardware Failure",9260.00
1161,34,"2024-06-25 00:00:00","2024-06-25 03:00:00","Software Error",18422.00
1162,69,"2025-11-13 00:00:00","2025-11-13 06:00:00","Software Error",6349.00
1163,101,"2025-07-05 00:00:00","2025-07-05 02:00:00","Software Error",9239.00
1164,112,"2024-03-25 00:00:00","2024-03-25 07:00:00","Power Issue",29579.00
1165,17,"2024-03-30 00:00:00","2024-03-30 01:00:00","Power Issue",15765.00
1166,104,"2024-03-08 00:00:00","2024-03-08 01:00:00","Hardware Failure",28407.00
1167,38,"2024-05-06 00:00:00","2024-05-06 02:00:00","Hardware Failure",29400.00
1168,107,"2024-09-04 00:00:00","2024-09-04 05:00:00","Hardware Failure",6265.00
1169,73,"2024-01-27 00:00:00","2024-01-27 07:00:00","Power Issue",28983.00
1170,56,"2025-03-28 00:00:00","2025-03-28 06:00:00","Power Issue",10000.00
1171,5,"2025-09-20 00:00:00","2025-09-20 05:00:00","Hardware Failure",15313.00
1172,116,"2024-09-09 00:00:00","2024-09-09 03:00:00","Software Error",22478.00
1173,25,"2025-03-12 00:00:00","2025-03-12 03:00:00","Software Error",19760.00
1174,26,"2024-09-20 00:00:00","2024-09-20 03:00:00","Software Error",9089.00
1175,82,"2024-03-02 00:00:00","2024-03-02 04:00:00","Hardware Failure",29126.00
1176,1,"2025-01-26 00:00:00","2025-01-26 05:00:00","Power Issue",29052.00
1177,116,"2025-12-31 00:00:00","2025-12-31 06:00:00","Power Issue",12176.00
1178,104,"2024-04-17 00:00:00","2024-04-17 07:00:00","Hardware Failure",6030.00
1179,28,"2024-10-04 00:00:00","2024-10-04 03:00:00","Power Issue",14922.00
1180,27,"2024-02-04 00:00:00","2024-02-04 04:00:00","Hardware Failure",20016.00
1181,114,"2025-09-07 00:00:00","2025-09-07 08:00:00","Hardware Failure",15103.00
1182,29,"2025-02-25 00:00:00","2025-02-25 04:00:00","Hardware Failure",25439.00
1183,77,"2024-12-18 00:00:00","2024-12-18 02:00:00","Power Issue",25503.00
1184,32,"2025-02-09 00:00:00","2025-02-09 07:00:00","Hardware Failure",20559.00
1185,71,"2024-09-13 00:00:00","2024-09-13 05:00:00","Hardware Failure",17326.00
1186,57,"2024-10-11 00:00:00","2024-10-11 02:00:00","Power Issue",10248.00
1187,43,"2024-07-26 00:00:00","2024-07-26 08:00:00","Software Error",20725.00
1188,6,"2025-02-01 00:00:00","2025-02-01 07:00:00","Hardware Failure",9634.00
1189,93,"2024-09-03 00:00:00","2024-09-03 05:00:00","Power Issue",20884.00
1190,30,"2024-10-30 00:00:00","2024-10-30 02:00:00","Power Issue",14931.00
1191,101,"2025-08-26 00:00:00","2025-08-26 01:00:00","Hardware Failure",10827.00
1192,13,"2024-06-05 00:00:00","2024-06-05 07:00:00","Software Error",22073.00
1193,16,"2024-09-11 00:00:00","2024-09-11 06:00:00","Hardware Failure",29484.00
1194,59,"2024-08-08 00:00:00","2024-08-08 08:00:00","Power Issue",12143.00
1195,5,"2025-07-06 00:00:00","2025-07-06 05:00:00","Power Issue",6699.00
1196,1,"2024-06-06 00:00:00","2024-06-06 05:00:00","Hardware Failure",10539.00
1197,74,"2025-06-30 00:00:00","2025-06-30 06:00:00","Software Error",10015.00
1198,118,"2025-06-07 00:00:00","2025-06-07 05:00:00","Power Issue",10528.00
1199,12,"2025-02-23 00:00:00","2025-02-23 01:00:00","Hardware Failure",19702.00
1200,70,"2024-01-30 00:00:00","2024-01-30 08:00:00","Software Error",20241.00
1201,77,"2024-06-04 00:00:00","2024-06-04 04:00:00","Power Issue",28762.00
1202,47,"2024-06-29 00:00:00","2024-06-29 06:00:00","Power Issue",14122.00
1203,109,"2024-03-13 00:00:00","2024-03-13 07:00:00","Hardware Failure",13459.00
1204,8,"2024-04-16 00:00:00","2024-04-16 05:00:00","Software Error",22536.00
1205,103,"2025-12-20 00:00:00","2025-12-20 08:00:00","Software Error",8336.00
1206,2,"2024-08-17 00:00:00","2024-08-17 07:00:00","Software Error",28628.00
1207,60,"2024-01-24 00:00:00","2024-01-24 07:00:00","Software Error",9315.00
1208,110,"2024-12-20 00:00:00","2024-12-20 02:00:00","Hardware Failure",27320.00
1209,99,"2024-08-29 00:00:00","2024-08-29 01:00:00","Power Issue",21273.00
1210,91,"2024-11-02 00:00:00","2024-11-02 02:00:00","Hardware Failure",29951.00
1211,34,"2025-11-09 00:00:00","2025-11-09 06:00:00","Power Issue",14384.00
1212,47,"2025-05-26 00:00:00","2025-05-26 06:00:00","Power Issue",11730.00
1213,23,"2024-06-15 00:00:00","2024-06-15 05:00:00","Power Issue",8934.00
1214,57,"2024-06-03 00:00:00","2024-06-03 06:00:00","Software Error",21554.00
1215,8,"2025-10-19 00:00:00","2025-10-19 02:00:00","Power Issue",5716.00
1216,84,"2024-10-29 00:00:00","2024-10-29 07:00:00","Power Issue",13002.00
1217,107,"2025-01-21 00:00:00","2025-01-21 01:00:00","Hardware Failure",28065.00
1218,51,"2024-07-28 00:00:00","2024-07-28 01:00:00","Software Error",24058.00
1219,15,"2024-04-28 00:00:00","2024-04-28 06:00:00","Software Error",24834.00
1220,28,"2025-05-08 00:00:00","2025-05-08 05:00:00","Hardware Failure",7891.00
1221,54,"2025-08-13 00:00:00","2025-08-13 01:00:00","Hardware Failure",27841.00
1222,50,"2024-08-23 00:00:00","2024-08-23 02:00:00","Hardware Failure",14697.00
1223,80,"2025-07-26 00:00:00","2025-07-26 03:00:00","Hardware Failure",13581.00
1224,81,"2025-11-12 00:00:00","2025-11-12 01:00:00","Power Issue",25572.00
1225,86,"2024-01-25 00:00:00","2024-01-25 08:00:00","Power Issue",17744.00
1226,23,"2025-11-26 00:00:00","2025-11-26 06:00:00","Power Issue",7013.00
1227,3,"2024-08-05 00:00:00","2024-08-05 01:00:00","Power Issue",8841.00
1228,55,"2025-11-27 00:00:00","2025-11-27 01:00:00","Power Issue",5234.00
1229,59,"2024-08-08 00:00:00","2024-08-08 08:00:00","Software Error",29420.00
1230,77,"2025-02-01 00:00:00","2025-02-01 04:00:00","Power Issue",15834.00
1231,52,"2025-10-13 00:00:00","2025-10-13 05:00:00","Hardware Failure",18827.00
1232,4,"2025-12-02 00:00:00","2025-12-02 01:00:00","Software Error",16472.00
1233,110,"2025-10-22 00:00:00","2025-10-22 04:00:00","Software Error",24767.00
1234,40,"2025-05-25 00:00:00","2025-05-25 03:00:00","Hardware Failure",13887.00
1235,13,"2025-09-26 00:00:00","2025-09-26 07:00:00","Power Issue",10006.00
1236,58,"2024-03-07 00:00:00","2024-03-07 07:00:00","Software Error",26660.00
1237,87,"2024-10-05 00:00:00","2024-10-05 05:00:00","Hardware Failure",8722.00
1238,20,"2025-08-12 00:00:00","2025-08-12 03:00:00","Power Issue",11897.00
1239,28,"2024-06-09 00:00:00","2024-06-09 03:00:00","Power Issue",5717.00
1240,24,"2025-05-18 00:00:00","2025-05-18 06:00:00","Power Issue",17114.00
1241,8,"2025-08-01 00:00:00","2025-08-01 08:00:00","Software Error",28298.00
1242,75,"2024-09-11 00:00:00","2024-09-11 02:00:00","Power Issue",13352.00
1243,24,"2024-10-19 00:00:00","2024-10-19 01:00:00","Software Error",16618.00
1244,47,"2025-03-22 00:00:00","2025-03-22 07:00:00","Power Issue",15049.00
1245,107,"2025-05-17 00:00:00","2025-05-17 08:00:00","Hardware Failure",23905.00
1246,85,"2025-10-19 00:00:00","2025-10-19 02:00:00","Software Error",22124.00
1247,50,"2025-06-16 00:00:00","2025-06-16 01:00:00","Hardware Failure",28449.00
1248,14,"2024-06-10 00:00:00","2024-06-10 03:00:00","Power Issue",21025.00
1249,103,"2024-11-25 00:00:00","2024-11-25 03:00:00","Hardware Failure",7278.00
1250,1,"2025-10-10 00:00:00","2025-10-10 07:00:00","Power Issue",8722.00
1251,52,"2025-04-14 00:00:00","2025-04-14 03:00:00","Hardware Failure",11164.00
1252,59,"2025-07-03 00:00:00","2025-07-03 05:00:00","Software Error",5213.00
1253,40,"2025-05-08 00:00:00","2025-05-08 08:00:00","Software Error",7624.00
1254,37,"2024-11-03 00:00:00","2024-11-03 06:00:00","Power Issue",28722.00
1255,94,"2025-02-08 00:00:00","2025-02-08 04:00:00","Power Issue",5373.00
1256,19,"2024-12-22 00:00:00","2024-12-22 06:00:00","Software Error",17097.00
1257,15,"2025-06-24 00:00:00","2025-06-24 01:00:00","Hardware Failure",11354.00
1258,21,"2025-05-27 00:00:00","2025-05-27 08:00:00","Software Error",8925.00
1259,119,"2024-06-16 00:00:00","2024-06-16 07:00:00","Software Error",11797.00
1260,45,"2024-11-25 00:00:00","2024-11-25 06:00:00","Power Issue",24708.00
1261,77,"2024-06-20 00:00:00","2024-06-20 07:00:00","Software Error",10740.00
1262,93,"2024-09-18 00:00:00","2024-09-18 08:00:00","Software Error",13801.00
1263,116,"2025-02-23 00:00:00","2025-02-23 05:00:00","Software Error",20243.00
1264,94,"2024-07-30 00:00:00","2024-07-30 02:00:00","Power Issue",16299.00
1265,1,"2024-10-02 00:00:00","2024-10-02 01:00:00","Software Error",14457.00
1266,116,"2024-06-19 00:00:00","2024-06-19 04:00:00","Power Issue",28693.00
1267,62,"2025-04-04 00:00:00","2025-04-04 06:00:00","Hardware Failure",24886.00
1268,92,"2024-02-01 00:00:00","2024-02-01 04:00:00","Hardware Failure",16355.00
1269,69,"2024-09-12 00:00:00","2024-09-12 01:00:00","Hardware Failure",13854.00
1270,66,"2025-06-28 00:00:00","2025-06-28 03:00:00","Hardware Failure",7227.00
1271,2,"2024-04-18 00:00:00","2024-04-18 03:00:00","Software Error",13769.00
1272,11,"2025-06-28 00:00:00","2025-06-28 08:00:00","Hardware Failure",18246.00
1273,17,"2025-05-30 00:00:00","2025-05-30 03:00:00","Software Error",21274.00
1274,100,"2025-06-26 00:00:00","2025-06-26 01:00:00","Hardware Failure",22385.00
1275,96,"2024-05-23 00:00:00","2024-05-23 05:00:00","Hardware Failure",21928.00
1276,102,"2025-09-14 00:00:00","2025-09-14 01:00:00","Power Issue",10331.00
1277,113,"2025-07-16 00:00:00","2025-07-16 04:00:00","Power Issue",19202.00
1278,70,"2025-03-12 00:00:00","2025-03-12 01:00:00","Power Issue",14785.00
1279,2,"2024-11-08 00:00:00","2024-11-08 02:00:00","Hardware Failure",23588.00
1280,12,"2025-07-15 00:00:00","2025-07-15 03:00:00","Hardware Failure",6709.00
1281,6,"2025-04-15 00:00:00","2025-04-15 03:00:00","Software Error",16127.00
1282,67,"2024-05-19 00:00:00","2024-05-19 01:00:00","Power Issue",23467.00
1283,64,"2024-01-20 00:00:00","2024-01-20 03:00:00","Power Issue",11733.00
1284,57,"2024-09-19 00:00:00","2024-09-19 01:00:00","Power Issue",14733.00
1285,8,"2024-04-15 00:00:00","2024-04-15 04:00:00","Hardware Failure",15256.00
1286,88,"2025-09-03 00:00:00","2025-09-03 02:00:00","Hardware Failure",12431.00
1287,71,"2024-11-24 00:00:00","2024-11-24 02:00:00","Software Error",19346.00
1288,68,"2025-09-11 00:00:00","2025-09-11 07:00:00","Hardware Failure",22389.00
1289,51,"2024-04-10 00:00:00","2024-04-10 04:00:00","Hardware Failure",17228.00
1290,84,"2025-04-08 00:00:00","2025-04-08 03:00:00","Hardware Failure",16346.00
1291,99,"2025-02-12 00:00:00","2025-02-12 04:00:00","Software Error",11520.00
1292,2,"2024-08-25 00:00:00","2024-08-25 02:00:00","Power Issue",6753.00
1293,69,"2024-01-14 00:00:00","2024-01-14 02:00:00","Hardware Failure",9941.00
1294,118,"2025-07-04 00:00:00","2025-07-04 01:00:00","Hardware Failure",7323.00
1295,88,"2024-02-13 00:00:00","2024-02-13 04:00:00","Power Issue",19914.00
1296,94,"2025-09-18 00:00:00","2025-09-18 06:00:00","Hardware Failure",26829.00
1297,64,"2024-11-21 00:00:00","2024-11-21 08:00:00","Hardware Failure",14405.00
1298,96,"2024-07-21 00:00:00","2024-07-21 07:00:00","Hardware Failure",23210.00
1299,18,"2025-09-16 00:00:00","2025-09-16 03:00:00","Software Error",9214.00
1300,56,"2025-03-31 00:00:00","2025-03-31 08:00:00","Power Issue",18014.00
1301,42,"2024-12-18 00:00:00","2024-12-18 07:00:00","Software Error",22539.00
1302,47,"2024-03-03 00:00:00","2024-03-03 05:00:00","Hardware Failure",18643.00
1303,48,"2025-08-14 00:00:00","2025-08-14 08:00:00","Hardware Failure",11883.00
1304,86,"2025-09-19 00:00:00","2025-09-19 03:00:00","Hardware Failure",23541.00
1305,97,"2024-12-15 00:00:00","2024-12-15 04:00:00","Hardware Failure",19218.00
1306,48,"2024-01-10 00:00:00","2024-01-10 01:00:00","Hardware Failure",6666.00
1307,27,"2025-01-30 00:00:00","2025-01-30 08:00:00","Hardware Failure",22626.00
1308,24,"2025-09-10 00:00:00","2025-09-10 04:00:00","Software Error",9869.00
1309,79,"2025-09-01 00:00:00","2025-09-01 07:00:00","Power Issue",8547.00
1310,6,"2024-12-27 00:00:00","2024-12-27 06:00:00","Power Issue",15583.00
1311,35,"2025-09-22 00:00:00","2025-09-22 05:00:00","Software Error",15648.00
1312,53,"2025-05-18 00:00:00","2025-05-18 08:00:00","Hardware Failure",20167.00
1313,13,"2024-04-10 00:00:00","2024-04-10 01:00:00","Hardware Failure",26660.00
1314,88,"2024-04-27 00:00:00","2024-04-27 01:00:00","Power Issue",6394.00
1315,62,"2025-03-07 00:00:00","2025-03-07 07:00:00","Software Error",9231.00
1316,83,"2025-10-13 00:00:00","2025-10-13 04:00:00","Power Issue",9574.00
1317,70,"2024-05-14 00:00:00","2024-05-14 05:00:00","Software Error",27779.00
1318,15,"2025-03-02 00:00:00","2025-03-02 04:00:00","Software Error",19683.00
1319,71,"2025-05-29 00:00:00","2025-05-29 08:00:00","Power Issue",8141.00
1320,27,"2024-10-01 00:00:00","2024-10-01 01:00:00","Hardware Failure",20126.00
