session_id,station_id,customer_id,start_time,end_time,energy_consumed_kwh,charging_duration_minutes,price_per_kwh,total_revenue,payment_mode,charger_id
2578,106,22854,"2024-07-10 13:00:00","2024-07-10 14:28:00",35.41,88,75.00,5311.50,Wallet,843
2579,102,11306,"2025-03-13 22:00:00","2025-03-13 23:12:00",20.19,72,54.00,2180.52,Wallet,811
2580,111,5523,"2024-06-22 06:00:00","2024-06-22 07:12:00",48.16,72,66.00,6357.12,UPI,870
2581,101,21209,"2024-06-12 09:00:00","2024-06-12 09:26:00",22.07,26,54.00,2383.56,Wallet,801
2582,15,20104,"2025-02-15 19:00:00","2025-02-15 20:28:00",45.35,88,54.00,4897.80,Card,124
2583,83,24330,"2024-11-13 22:00:00","2024-11-13 23:11:00",38.92,71,54.00,4203.36,UPI,658
2584,97,6357,"2025-09-23 12:00:00","2025-09-23 12:39:00",59.31,39,60.00,7117.20,Card,761
2585,74,16732,"2025-04-07 11:00:00","2025-04-07 12:17:00",60.00,77,54.00,6480.00,Wallet,573
2586,32,9233,"2024-09-15 21:00:00","2024-09-15 21:25:00",53.48,25,54.00,5775.84,UPI,264
2587,79,1127,"2025-07-07 18:00:00","2025-07-07 18:25:00",48.00,25,60.00,5760.00,UPI,620
2588,110,8071,"2024-09-22 13:00:00","2024-09-22 13:57:00",29.32,57,60.00,3518.40,Wallet,866
2589,93,16392,"2024-08-04 07:00:00","2024-08-04 08:01:00",47.66,61,75.00,7149.00,Wallet,736
2590,19,6758,"2024-05-06 09:00:00","2024-05-06 09:27:00",57.83,27,60.00,6939.60,UPI,153
2591,5,19775,"2024-08-28 06:00:00","2024-08-28 07:24:00",11.17,84,75.00,1675.50,UPI,33
2592,78,7475,"2024-07-20 19:00:00","2024-07-20 19:56:00",36.90,56,54.00,3985.20,UPI,611
2593,96,5309,"2025-01-24 15:00:00","2025-01-24 15:26:00",20.90,26,60.00,2508.00,UPI,755
2594,65,1455,"2024-06-09 16:00:00","2024-06-09 17:22:00",37.89,82,54.00,4092.12,UPI,516
2595,83,2894,"2024-06-15 19:00:00","2024-06-15 19:42:00",33.32,42,60.00,3998.40,UPI,660
2596,51,4521,"2025-05-20 16:00:00","2025-05-20 16:50:00",38.79,50,75.00,5818.50,Card,412
2597,68,16647,"2025-12-01 20:00:00","2025-12-01 21:24:00",37.55,84,66.00,4956.60,Card,529
2598,51,19123,"2024-05-06 11:00:00","2024-05-06 12:16:00",58.01,76,66.00,7657.32,Wallet,415
2599,12,14142,"2025-04-27 18:00:00","2025-04-27 18:25:00",37.61,25,75.00,5641.50,UPI,91
2600,41,3300,"2024-12-29 14:00:00","2024-12-29 14:42:00",52.31,42,54.00,5649.48,UPI,329
2601,61,2980,"2025-11-11 12:00:00","2025-11-11 13:29:00",25.99,89,60.00,3118.80,Card,475
2602,54,18746,"2024-05-07 08:00:00","2024-05-07 08:35:00",31.91,35,60.00,3829.20,UPI,432
2603,118,3862,"2024-08-10 15:00:00","2024-08-10 15:41:00",33.52,41,60.00,4022.40,Card,926
2604,28,17374,"2024-02-06 19:00:00","2024-02-06 19:32:00",23.94,32,54.00,2585.52,Card,230
2605,81,21897,"2024-07-24 11:00:00","2024-07-24 11:51:00",28.99,51,54.00,3130.92,UPI,640
2606,7,7466,"2024-03-21 15:00:00","2024-03-21 16:27:00",39.93,87,75.00,5989.50,Card,52
2607,38,20190,"2024-10-16 18:00:00","2024-10-16 18:38:00",39.01,38,66.00,5149.32,Card,308
2608,86,3370,"2024-10-13 06:00:00","2024-10-13 06:35:00",41.82,35,66.00,5520.24,Card,678
2609,82,13049,"2024-05-07 15:00:00","2024-05-07 15:47:00",27.59,47,66.00,3641.88,UPI,646
2610,65,8973,"2024-06-16 17:00:00","2024-06-16 17:28:00",25.79,28,66.00,3404.28,UPI,511
2611,72,1411,"2024-09-03 16:00:00","2024-09-03 17:15:00",40.58,75,60.00,4869.60,Wallet,564
2612,16,8606,"2024-10-17 17:00:00","2024-10-17 17:33:00",16.64,33,75.00,2496.00,Wallet,129
2613,69,8719,"2025-11-14 21:00:00","2025-11-14 22:13:00",22.65,73,75.00,3397.50,Card,540
2614,66,4291,"2024-10-09 20:00:00","2024-10-09 20:26:00",12.11,26,75.00,1816.50,Card,520
2615,92,24240,"2024-03-14 15:00:00","2024-03-14 16:06:00",13.63,66,60.00,1635.60,UPI,732
2616,80,8425,"2024-03-18 22:00:00","2024-03-18 22:56:00",22.17,56,60.00,2660.40,UPI,626
2617,9,4372,"2024-03-15 06:00:00","2024-03-15 07:23:00",10.98,83,54.00,1185.84,Wallet,72
2618,67,12736,"2024-08-28 19:00:00","2024-08-28 19:35:00",22.27,35,66.00,2939.64,UPI,527
2619,29,20701,"2025-12-13 18:00:00","2025-12-13 18:54:00",42.75,54,66.00,5643.00,Card,236
2620,80,6713,"2024-11-19 06:00:00","2024-11-19 06:37:00",13.06,37,66.00,1723.92,UPI,624
2621,40,8484,"2025-07-02 08:00:00","2025-07-02 09:30:00",31.84,90,75.00,4776.00,Card,325
2622,81,12261,"2025-10-18 08:00:00","2025-10-18 09:10:00",55.66,70,60.00,6679.20,UPI,640
2623,4,15324,"2024-09-25 08:00:00","2024-09-25 08:40:00",49.56,40,60.00,5947.20,Card,26
2624,40,5378,"2024-04-07 15:00:00","2024-04-07 15:56:00",25.27,56,54.00,2729.16,UPI,325
2625,15,3881,"2024-04-14 07:00:00","2024-04-14 08:25:00",56.24,85,54.00,6073.92,UPI,123
2626,75,1051,"2024-05-17 09:00:00","2024-05-17 10:06:00",26.48,66,60.00,3177.60,UPI,591
2627,2,24917,"2025-08-25 09:00:00","2025-08-25 10:15:00",13.63,75,66.00,1799.16,Card,9
2628,91,24014,"2025-06-07 16:00:00","2025-06-07 16:53:00",59.70,53,75.00,8955.00,Wallet,718
2629,26,3976,"2024-11-09 14:00:00","2024-11-09 15:20:00",53.50,80,75.00,8025.00,UPI,216
2630,114,5948,"2025-05-06 20:00:00","2025-05-06 21:10:00",33.30,70,75.00,4995.00,Card,900
2631,9,16876,"2025-12-25 07:00:00","2025-12-25 08:14:00",43.32,74,75.00,6498.00,Wallet,73
2632,44,24792,"2024-07-22 20:00:00","2024-07-22 21:12:00",43.56,72,60.00,5227.20,Card,355
2633,100,13210,"2024-03-17 18:00:00","2024-03-17 19:27:00",19.72,87,66.00,2603.04,UPI,792
2634,24,23595,"2024-02-14 21:00:00","2024-02-14 22:12:00",20.00,72,60.00,2400.00,Card,191
2635,60,24121,"2024-09-23 16:00:00","2024-09-23 16:57:00",33.48,57,60.00,4017.60,UPI,468
2636,76,21773,"2025-08-14 21:00:00","2025-08-14 21:42:00",55.58,42,60.00,6669.60,Card,596
2637,95,13101,"2024-11-19 22:00:00","2024-11-19 23:17:00",10.50,77,66.00,1386.00,Card,748
2638,69,1026,"2025-02-18 09:00:00","2025-02-18 09:51:00",49.13,51,66.00,6485.16,Wallet,536
2639,81,861,"2024-06-10 10:00:00","2024-06-10 10:58:00",12.88,58,54.00,1391.04,Wallet,642
2640,3,14220,"2024-05-20 08:00:00","2024-05-20 08:29:00",33.91,29,60.00,4069.20,Wallet,20
2641,106,23053,"2025-11-24 07:00:00","2025-11-24 07:27:00",41.89,27,66.00,5529.48,Card,838
2642,65,5012,"2025-06-13 13:00:00","2025-06-13 14:07:00",44.34,67,54.00,4788.72,Card,512
2643,39,17735,"2025-11-07 06:00:00","2025-11-07 06:58:00",12.92,58,54.00,1395.36,Unknown,319
2644,20,23508,"2024-02-29 15:00:00","2024-02-29 16:22:00",30.93,82,75.00,4639.50,Wallet,161
2645,47,11502,"2025-08-10 06:00:00","2025-08-10 07:30:00",39.19,90,60.00,4702.80,UPI,382
2646,56,13201,"2025-02-19 07:00:00","2025-02-19 08:14:00",13.30,74,66.00,1755.60,Card,449
2647,70,6685,"2025-12-08 10:00:00","2025-12-08 11:11:00",16.75,71,54.00,1809.00,Unknown,546
2648,111,24931,"2025-05-21 14:00:00","2025-05-21 14:32:00",43.18,32,75.00,6477.00,Card,874
2649,106,22587,"2024-12-03 17:00:00","2024-12-03 17:47:00",36.08,47,60.00,4329.60,Card,840
2650,47,7105,"2025-05-27 08:00:00","2025-05-27 08:56:00",18.09,56,60.00,2170.80,Card,376
2651,36,17362,"2024-03-10 17:00:00","2024-03-10 18:17:00",36.76,77,60.00,4411.20,UPI,293
2652,23,17112,"2024-05-24 19:00:00","2024-05-24 19:53:00",55.63,53,75.00,8344.50,Card,184
2653,40,4816,"2025-06-24 20:00:00","2025-06-24 21:08:00",10.78,68,60.00,1293.60,Wallet,322
2654,79,9947,"2024-09-23 10:00:00","2024-09-23 10:55:00",42.13,55,75.00,6319.50,Wallet,618
2655,31,6335,"2025-12-30 10:00:00","2025-12-30 11:19:00",13.68,79,75.00,2052.00,UPI,252
2656,1,6965,"2024-04-23 11:00:00","2024-04-23 11:48:00",10.32,48,66.00,1362.24,Card,1
2657,40,20473,"2024-07-07 14:00:00","2024-07-07 15:04:00",17.53,64,66.00,2313.96,UPI,324
2658,52,13821,"2025-12-26 15:00:00","2025-12-26 16:13:00",31.15,73,66.00,4111.80,Wallet,417
2659,32,3360,"2024-08-16 21:00:00","2024-08-16 21:34:00",50.12,34,60.00,6014.40,UPI,265
2660,54,18278,"2025-09-13 09:00:00","2025-09-13 09:51:00",24.09,51,66.00,3179.88,Wallet,438
2661,11,16518,"2025-03-17 19:00:00","2025-03-17 20:04:00",41.28,64,54.00,4458.24,Card,87
2662,59,16926,"2024-02-08 21:00:00","2024-02-08 21:29:00",30.56,29,54.00,3300.48,Card,466
2663,41,8928,"2025-01-02 14:00:00","2025-01-02 14:27:00",21.72,27,75.00,3258.00,UPI,329
2664,111,18290,"2024-10-26 19:00:00","2024-10-26 20:18:00",35.71,78,54.00,3856.68,UPI,873
2665,80,13083,"2025-02-09 13:00:00","2025-02-09 13:52:00",49.87,52,54.00,5385.96,UPI,625
2666,108,12695,"2025-04-01 18:00:00","2025-04-01 18:43:00",51.62,43,60.00,6194.40,Card,855
2667,108,13642,"2025-08-16 08:00:00","2025-08-16 08:33:00",52.33,33,75.00,7849.50,UPI,854
2668,65,14429,"2025-11-13 13:00:00","2025-11-13 13:31:00",26.93,31,54.00,2908.44,Wallet,516
2669,36,6451,"2024-04-19 06:00:00","2024-04-19 06:59:00",49.67,59,60.00,5960.40,Wallet,300
2670,17,5866,"2025-02-22 06:00:00","2025-02-22 07:24:00",20.61,84,75.00,3091.50,UPI,132
2671,54,266,"2025-11-03 21:00:00","2025-11-03 22:29:00",46.92,89,75.00,7038.00,Wallet,435
2672,4,12724,"2024-05-04 07:00:00","2024-05-04 08:30:00",57.42,90,54.00,6201.36,Wallet,28
2673,32,5729,"2025-03-15 07:00:00","2025-03-15 07:22:00",10.69,22,66.00,1411.08,Card,262
2674,81,1563,"2025-11-20 12:00:00","2025-11-20 12:45:00",32.02,45,66.00,4226.64,Wallet,638
2675,1,11782,"2024-07-31 22:00:00","2024-07-31 22:41:00",42.39,41,54.00,4578.12,Wallet,2
2676,95,1975,"2025-03-08 11:00:00","2025-03-08 12:02:00",45.09,62,54.00,4869.72,UPI,747
2677,118,10599,"2024-08-23 11:00:00","2024-08-23 11:32:00",18.80,32,66.00,2481.60,Card,928
2678,104,19695,"2025-10-04 12:00:00","2025-10-04 12:36:00",58.61,36,75.00,8791.50,UPI,825
2679,89,3125,"2025-10-08 21:00:00","2025-10-08 21:26:00",40.76,26,75.00,6114.00,Card,708
2680,102,6838,"2024-12-03 22:00:00","2024-12-03 22:37:00",18.22,37,60.00,2186.40,UPI,811
2681,61,1970,"2024-02-12 12:00:00","2024-02-12 12:23:00",11.03,23,66.00,1455.96,Wallet,477
2682,110,22273,"2025-07-07 06:00:00","2025-07-07 07:22:00",49.16,82,54.00,5309.28,UPI,868
2683,16,19022,"2024-12-28 16:00:00","2024-12-28 17:01:00",13.99,61,54.00,1510.92,Wallet,129
2684,99,15346,"2024-11-30 21:00:00","2024-11-30 21:27:00",17.05,27,60.00,2046.00,UPI,780
2685,16,19992,"2025-10-26 14:00:00","2025-10-26 14:21:00",38.74,21,60.00,4648.80,Card,125
2686,85,12783,"2025-09-07 15:00:00","2025-09-07 16:13:00",40.18,73,54.00,4339.44,Card,670
2687,118,24444,"2024-04-29 13:00:00","2024-04-29 13:48:00",44.34,48,75.00,6651.00,Card,931
2688,43,1849,"2024-06-13 08:00:00","2024-06-13 09:06:00",29.68,66,66.00,3917.76,Wallet,349
2689,22,12799,"2025-03-26 20:00:00","2025-03-26 20:34:00",48.69,34,60.00,5842.80,Wallet,175
2690,83,19887,"2025-11-17 21:00:00","2025-11-17 21:28:00",58.72,28,66.00,7751.04,Card,659
2691,10,1026,"2024-08-04 14:00:00","2024-08-04 14:31:00",23.55,31,60.00,2826.00,Card,77
2692,28,20909,"2024-08-09 18:00:00","2024-08-09 19:29:00",45.15,89,60.00,5418.00,Wallet,232
2693,26,8368,"2025-08-29 18:00:00","2025-08-29 18:49:00",56.42,49,54.00,6093.36,Card,216
2694,89,20535,"2025-01-19 08:00:00","2025-01-19 09:07:00",44.31,67,66.00,5848.92,Card,707
2695,28,16361,"2025-05-24 07:00:00","2025-05-24 07:41:00",44.06,41,75.00,6609.00,UPI,228
2696,21,11449,"2024-11-28 13:00:00","2024-11-28 14:24:00",21.19,84,54.00,2288.52,Unknown,169
2697,69,16903,"2025-08-05 20:00:00","2025-08-05 21:14:00",36.76,74,54.00,3970.08,Card,541
2698,61,14351,"2024-10-26 18:00:00","2024-10-26 18:30:00",38.13,30,60.00,4575.60,Card,477
2699,1,1861,"2024-12-12 06:00:00","2024-12-12 06:45:00",45.01,45,75.00,6751.50,Wallet,4
2700,25,1355,"2025-01-31 09:00:00","2025-01-31 09:41:00",59.84,41,60.00,7180.80,UPI,203
2701,113,4056,"2025-05-14 19:00:00","2025-05-14 20:06:00",11.68,66,54.00,1261.44,UPI,887
2702,68,5276,"2025-10-10 07:00:00","2025-10-10 08:18:00",13.26,78,75.00,1989.00,UPI,530
2703,20,14232,"2024-03-27 10:00:00","2024-03-27 10:36:00",13.90,36,75.00,2085.00,Card,158
2704,20,4824,"2024-12-17 08:00:00","2024-12-17 08:42:00",47.15,42,66.00,6223.80,Card,158
2705,57,7072,"2024-09-08 06:00:00","2024-09-08 06:52:00",16.82,52,54.00,1816.56,Wallet,455
2706,16,3136,"2024-06-30 10:00:00","2024-06-30 10:55:00",41.12,55,75.00,6168.00,Card,128
2707,37,13748,"2025-02-17 19:00:00","2025-02-17 20:20:00",26.23,80,54.00,2832.84,UPI,305
2708,27,13283,"2025-12-11 16:00:00","2025-12-11 17:14:00",32.87,74,75.00,4930.50,UPI,224
2709,117,5407,"2024-12-11 15:00:00","2024-12-11 16:10:00",20.78,70,60.00,2493.60,Wallet,924
2710,69,5493,"2024-12-11 09:00:00","2024-12-11 09:59:00",53.31,59,54.00,5757.48,Wallet,537
2711,96,12169,"2024-06-08 20:00:00","2024-06-08 21:06:00",39.31,66,75.00,5896.50,Card,755
2712,13,21877,"2024-03-22 17:00:00","2024-03-22 18:28:00",57.23,88,75.00,8584.50,Wallet,106
2713,7,20922,"2024-03-24 12:00:00","2024-03-24 12:45:00",38.73,45,66.00,5112.36,UPI,51
2714,52,22463,"2025-04-25 22:00:00","2025-04-25 23:10:00",16.20,70,66.00,2138.40,Wallet,417
2715,100,6603,"2024-07-09 12:00:00","2024-07-09 13:04:00",18.54,64,54.00,2002.32,Wallet,794
2716,47,15901,"2025-02-18 20:00:00","2025-02-18 21:30:00",59.45,90,75.00,8917.50,UPI,380
2717,39,1546,"2024-05-11 20:00:00","2024-05-11 21:22:00",46.28,82,60.00,5553.60,Card,317
2718,9,13766,"2024-11-22 21:00:00","2024-11-22 21:54:00",12.46,54,60.00,1495.20,Wallet,71
2719,87,11440,"2025-02-02 12:00:00","2025-02-02 12:53:00",45.19,53,66.00,5965.08,Wallet,689
2720,26,2673,"2025-01-31 08:00:00","2025-01-31 08:23:00",30.61,23,66.00,4040.52,UPI,215
2721,70,23554,"2024-03-25 06:00:00","2024-03-25 06:33:00",25.36,33,66.00,3347.52,Card,542
2722,113,2440,"2024-04-24 18:00:00","2024-04-24 18:50:00",17.70,50,66.00,2336.40,Wallet,891
2723,43,6546,"2024-12-18 16:00:00","2024-12-18 16:35:00",52.00,35,60.00,6240.00,Card,344
2724,22,17708,"2024-07-05 19:00:00","2024-07-05 19:55:00",13.19,55,60.00,1582.80,Wallet,174
2725,22,14034,"2024-04-30 19:00:00","2024-04-30 20:02:00",24.49,62,54.00,2644.92,UPI,177
2726,110,2892,"2024-12-16 06:00:00","2024-12-16 07:17:00",25.32,77,66.00,3342.24,Wallet,865
2727,47,17146,"2024-01-05 20:00:00","2024-01-05 20:42:00",18.05,42,60.00,2166.00,Wallet,379
2728,114,17848,"2025-10-31 16:00:00","2025-10-31 16:57:00",35.41,57,60.00,4249.20,Card,895
2729,42,22442,"2025-05-29 10:00:00","2025-05-29 10:51:00",10.59,51,54.00,1143.72,Wallet,331
2730,37,23086,"2025-12-10 10:00:00","2025-12-10 10:24:00",25.05,24,75.00,3757.50,UPI,304
2731,2,4073,"2024-09-09 09:00:00","2024-09-09 09:54:00",56.68,54,60.00,6801.60,UPI,9
2732,50,19531,"2024-12-21 13:00:00","2024-12-21 13:24:00",25.53,24,60.00,3063.60,UPI,402
2733,42,20940,"2025-09-06 16:00:00","2025-09-06 17:11:00",28.02,71,54.00,3026.16,UPI,341
2734,98,16059,"2025-07-05 15:00:00","2025-07-05 15:56:00",33.66,56,66.00,4443.12,Wallet,774
2735,5,24515,"2025-12-25 16:00:00","2025-12-25 17:00:00",38.08,60,60.00,4569.60,Card,29
2736,10,1586,"2025-03-18 20:00:00","2025-03-18 21:03:00",50.44,63,54.00,5447.52,Card,77
2737,116,12303,"2024-12-29 19:00:00","2024-12-29 19:30:00",19.52,30,75.00,2928.00,Card,912
2738,72,4441,"2025-04-16 12:00:00","2025-04-16 12:54:00",53.59,54,60.00,6430.80,Wallet,566
2739,102,11744,"2024-10-30 11:00:00","2024-10-30 11:51:00",47.88,51,60.00,5745.60,UPI,810
2740,96,13407,"2024-01-20 06:00:00","2024-01-20 06:21:00",46.13,21,66.00,6089.16,UPI,753
2741,53,11084,"2025-12-06 20:00:00","2025-12-06 20:30:00",14.34,30,66.00,1892.88,Wallet,428
2742,105,5243,"2025-05-22 22:00:00","2025-05-22 23:10:00",11.08,70,60.00,1329.60,UPI,829
2743,55,665,"2025-04-13 21:00:00","2025-04-13 21:32:00",39.70,32,66.00,5240.40,Card,443
2744,100,19869,"2024-03-19 19:00:00","2024-03-19 19:37:00",53.16,37,75.00,7974.00,UPI,793
2745,117,6165,"2024-06-19 11:00:00","2024-06-19 12:00:00",39.22,60,66.00,5177.04,Wallet,921
2746,66,1365,"2024-08-16 08:00:00","2024-08-16 09:04:00",20.66,64,54.00,2231.28,Card,520
2747,98,3323,"2025-10-06 21:00:00","2025-10-06 22:09:00",14.53,69,60.00,1743.60,UPI,775
2748,4,17335,"2024-09-17 11:00:00","2024-09-17 12:08:00",44.98,68,60.00,5397.60,Card,23
2749,106,12864,"2025-04-11 13:00:00","2025-04-11 14:17:00",46.09,77,66.00,6083.88,Wallet,842
2750,90,11732,"2024-10-03 19:00:00","2024-10-03 20:11:00",18.63,71,60.00,2235.60,UPI,716
2751,92,4774,"2024-07-09 08:00:00","2024-07-09 09:26:00",11.41,86,54.00,1232.28,Card,727
2752,1,22304,"2024-11-17 08:00:00","2024-11-17 09:14:00",30.41,74,60.00,3649.20,Card,1
2753,113,19497,"2024-09-03 10:00:00","2024-09-03 11:19:00",39.14,79,54.00,4227.12,Card,883
2754,78,18764,"2024-07-19 10:00:00","2024-07-19 11:30:00",45.30,90,54.00,4892.40,UPI,606
2755,118,5013,"2024-10-03 18:00:00","2024-10-03 19:12:00",50.50,72,54.00,5454.00,Wallet,930
2756,94,7537,"2025-06-02 21:00:00","2025-06-02 21:22:00",40.53,22,60.00,4863.60,UPI,743
2757,34,15577,"2025-08-09 17:00:00","2025-08-09 17:32:00",15.54,32,75.00,2331.00,Card,277
2758,89,4112,"2025-01-31 17:00:00","2025-01-31 18:20:00",44.13,80,54.00,4766.04,UPI,709
2759,11,22096,"2025-02-10 11:00:00","2025-02-10 12:29:00",59.21,89,60.00,7105.20,UPI,79
2760,80,8044,"2025-06-30 13:00:00","2025-06-30 13:33:00",55.28,33,60.00,6633.60,Card,629
2761,100,17781,"2025-07-18 17:00:00","2025-07-18 17:37:00",53.58,37,54.00,5786.64,Wallet,791
2762,9,746,"2024-03-11 20:00:00","2024-03-11 21:20:00",25.11,80,66.00,3314.52,Card,71
2763,99,19809,"2024-11-22 06:00:00","2024-11-22 07:24:00",47.54,84,66.00,6275.28,Wallet,786
2764,77,23093,"2025-05-10 13:00:00","2025-05-10 14:06:00",52.56,66,60.00,6307.20,Card,602
2765,82,24444,"2024-10-28 09:00:00","2024-10-28 10:15:00",43.92,75,75.00,6588.00,UPI,655
2766,76,23822,"2025-10-19 22:00:00","2025-10-19 22:28:00",22.53,28,60.00,2703.60,Wallet,596
2767,113,7449,"2025-09-25 14:00:00","2025-09-25 14:24:00",57.69,24,66.00,7615.08,Card,892
2768,119,14712,"2025-04-18 11:00:00","2025-04-18 11:36:00",32.54,36,66.00,4295.28,Card,936
2769,117,11958,"2024-05-27 12:00:00","2024-05-27 13:10:00",16.49,70,75.00,2473.50,Wallet,922
2770,104,5517,"2025-06-02 06:00:00","2025-06-02 07:05:00",15.49,65,66.00,2044.68,UPI,827
2771,84,19010,"2025-11-29 14:00:00","2025-11-29 14:32:00",42.38,32,75.00,6357.00,Card,665
2772,41,2436,"2025-04-23 19:00:00","2025-04-23 19:21:00",31.89,21,54.00,3444.12,Wallet,327
2773,2,18746,"2025-05-29 17:00:00","2025-05-29 17:39:00",14.72,39,54.00,1589.76,Wallet,6
2774,102,184,"2024-10-20 18:00:00","2024-10-20 19:00:00",47.02,60,66.00,6206.64,UPI,812
2775,94,20485,"2024-03-08 18:00:00","2024-03-08 18:29:00",49.97,29,66.00,6596.04,UPI,745
2776,106,5957,"2025-12-31 21:00:00","2025-12-31 21:22:00",46.27,22,54.00,4997.16,Card,841
2777,50,20476,"2025-08-30 17:00:00","2025-08-30 17:38:00",20.11,38,66.00,2654.52,Card,406
2778,28,3791,"2025-11-22 08:00:00","2025-11-22 09:23:00",44.49,83,75.00,6673.50,Card,232
2779,64,3262,"2024-11-12 08:00:00","2024-11-12 08:53:00",10.54,53,60.00,1264.80,Card,506
2780,59,13651,"2025-05-31 08:00:00","2025-05-31 09:05:00",25.26,65,60.00,3031.20,UPI,462
2781,107,1535,"2025-02-09 15:00:00","2025-02-09 15:52:00",29.94,52,54.00,3233.52,UPI,847
2782,102,20449,"2025-07-17 09:00:00","2025-07-17 09:25:00",51.76,25,75.00,7764.00,Card,814
2783,34,2659,"2025-01-20 20:00:00","2025-01-20 21:06:00",29.52,66,75.00,4428.00,Card,276
2784,105,21602,"2025-05-18 20:00:00","2025-05-18 21:29:00",10.56,89,54.00,1140.48,Card,833
2785,109,8126,"2025-03-19 06:00:00","2025-03-19 06:39:00",27.62,39,60.00,3314.40,UPI,863
2786,119,18438,"2024-12-19 11:00:00","2024-12-19 11:30:00",34.95,30,75.00,5242.50,Card,939
2787,82,373,"2025-07-12 12:00:00","2025-07-12 12:39:00",57.45,39,60.00,6894.00,Unknown,646
2788,82,2351,"2025-05-09 20:00:00","2025-05-09 20:56:00",57.05,56,60.00,6846.00,Wallet,653
2789,18,12670,"2025-01-18 21:00:00","2025-01-18 21:24:00",19.04,24,60.00,2284.80,Card,146
2790,72,21677,"2024-01-23 09:00:00","2024-01-23 10:18:00",19.26,78,66.00,2542.32,Wallet,563
2791,53,6172,"2024-07-31 22:00:00","2024-07-31 23:16:00",18.17,76,66.00,2398.44,Wallet,430
2792,70,18766,"2025-10-04 07:00:00","2025-10-04 08:10:00",49.45,70,75.00,7417.50,UPI,551
2793,101,17414,"2024-09-16 09:00:00","2024-09-16 10:13:00",10.30,73,75.00,1545.00,Card,802
2794,92,5674,"2024-06-05 10:00:00","2024-06-05 10:50:00",16.36,50,54.00,1766.88,UPI,731
2795,25,20354,"2024-12-02 18:00:00","2024-12-02 18:47:00",36.90,47,54.00,3985.20,Card,208
2796,46,12871,"2025-11-11 17:00:00","2025-11-11 18:22:00",22.38,82,54.00,2417.04,UPI,371
2797,66,7550,"2024-02-13 18:00:00","2024-02-13 18:29:00",14.62,29,75.00,2193.00,UPI,521
2798,109,7372,"2025-08-09 08:00:00","2025-08-09 08:34:00",27.99,34,60.00,3358.80,UPI,864
2799,39,14254,"2025-10-20 22:00:00","2025-10-20 22:38:00",23.71,38,60.00,2845.20,Wallet,320
2800,67,21863,"2024-07-30 08:00:00","2024-07-30 08:38:00",35.56,38,60.00,4267.20,Wallet,526
2801,87,404,"2025-08-20 22:00:00","2025-08-20 22:51:00",58.96,51,60.00,7075.20,Card,683
2802,34,10019,"2024-02-02 22:00:00","2024-02-02 22:46:00",16.22,46,66.00,2141.04,Card,279
2803,37,18133,"2024-09-19 19:00:00","2024-09-19 20:28:00",28.64,88,75.00,4296.00,UPI,303
2804,111,22883,"2025-09-11 11:00:00","2025-09-11 11:38:00",56.60,38,75.00,8490.00,Card,871
2805,16,23816,"2025-12-27 12:00:00","2025-12-27 12:53:00",53.84,53,54.00,5814.72,Card,129
2806,100,6986,"2025-06-18 15:00:00","2025-06-18 15:55:00",29.71,55,60.00,3565.20,Card,794
2807,88,13571,"2024-06-19 10:00:00","2024-06-19 10:47:00",44.95,47,60.00,5394.00,Card,700
2808,8,8269,"2024-01-04 12:00:00","2024-01-04 13:13:00",14.39,73,54.00,1554.12,Wallet,62
2809,22,12026,"2025-01-23 07:00:00","2025-01-23 08:02:00",45.63,62,54.00,4928.04,Card,172
2810,22,8461,"2024-12-03 08:00:00","2024-12-03 09:12:00",58.64,72,66.00,7740.48,Card,178
2811,85,18261,"2024-09-12 08:00:00","2024-09-12 08:52:00",36.87,52,75.00,5530.50,UPI,671
2812,99,10519,"2024-12-22 21:00:00","2024-12-22 21:26:00",34.92,26,75.00,5238.00,Card,784
2813,32,14868,"2024-06-27 06:00:00","2024-06-27 06:23:00",19.37,23,60.00,2324.40,Card,263
2814,115,9111,"2024-12-28 10:00:00","2024-12-28 10:27:00",41.69,27,54.00,4502.52,Card,907
2815,76,18465,"2024-02-21 08:00:00","2024-02-21 09:04:00",39.52,64,60.00,4742.40,UPI,596
2816,87,2658,"2024-02-02 11:00:00","2024-02-02 11:40:00",42.60,40,75.00,6390.00,Card,686
2817,22,7796,"2024-11-07 14:00:00","2024-11-07 14:39:00",11.30,39,60.00,1356.00,UPI,174
2818,85,18771,"2024-09-06 17:00:00","2024-09-06 17:41:00",37.44,41,75.00,5616.00,UPI,668
2819,117,6968,"2025-01-29 07:00:00","2025-01-29 07:26:00",39.75,26,66.00,5247.00,UPI,917
2820,8,7670,"2024-01-19 17:00:00","2024-01-19 18:03:00",20.38,63,75.00,3057.00,Wallet,58
2821,8,21612,"2024-07-04 12:00:00","2024-07-04 13:27:00",20.42,87,66.00,2695.44,UPI,60
2822,76,30,"2025-08-19 10:00:00","2025-08-19 10:20:00",23.81,20,54.00,2571.48,Wallet,596
2823,101,14193,"2024-12-06 19:00:00","2024-12-06 20:18:00",45.59,78,54.00,4923.72,UPI,803
2824,115,22844,"2024-11-17 11:00:00","2024-11-17 11:31:00",40.31,31,75.00,6046.50,Card,906
2825,27,7092,"2024-09-27 11:00:00","2024-09-27 11:38:00",52.29,38,54.00,5647.32,Card,221
2826,64,2910,"2024-02-07 13:00:00","2024-02-07 13:38:00",24.78,38,66.00,3270.96,Card,507
